"","Symbol","Year","Indicator"
"5336","NDLS","Y2010",0
"5337","NDRA","Y2010",NA
"5338","NDSN","Y2010",1
"5339","NEO","Y2010",1
"5340","NEOG","Y2010",1
"5341","NEON","Y2010",1
"5342","NEOS","Y2010",0
"5343","NEPT","Y2010",1
"5344","NERV","Y2010",0
"5345","NETE","Y2010",0
"5346","NEWA","Y2010",0
"5347","NEXT","Y2010",0
"5348","NFEC","Y2010",1
"5349","NFLX","Y2010",1
"5350","NH","Y2010",0
"5351","NHTC","Y2010",1
"5352","NICE","Y2010",1
"5353","NIHD","Y2010",0
"5354","NITE","Y2010",0
"5355","NK","Y2010",0
"5356","NKTR","Y2010",1
"5357","NLNK","Y2010",0
"5358","NLST","Y2010",1
"5359","NMRD","Y2010",0
"5360","NNBR","Y2010",1
"5361","NNDM","Y2010",0
"5362","NOVN","Y2010",0
"5363","NOVT","Y2010",1
"5364","NRCIA","Y2010",0
"5365","NRCIB","Y2010",1
"5366","NSIT","Y2010",1
"5367","NSSC","Y2010",1
"5368","NSTG","Y2010",0
"5369","NSYS","Y2010",1
"5370","NTAP","Y2010",1
"5371","NTCT","Y2010",1
"5372","NTEC","Y2010",0
"5373","NTES","Y2010",1
"5374","NTGR","Y2010",1
"5375","NTIC","Y2010",1
"5376","NTLA","Y2010",0
"5377","NTNX","Y2010",0
"5378","NTRA","Y2010",0
"5379","NTRI","Y2010",1
"5380","NTRP","Y2010",0
"5381","NTWK","Y2010",1
"5382","NUAN","Y2010",1
"5383","NURO","Y2010",1
"5384","NUVA","Y2010",1
"5385","NVAX","Y2010",1
"5386","NVCN","Y2010",1
"5387","NVCR","Y2010",0
"5388","NVDA","Y2010",1
"5389","NVEC","Y2010",1
"5390","NVEE","Y2010",0
"5391","NVFY","Y2010",0
"5392","NVIV","Y2010",1
"5393","NVLN","Y2010",1
"5394","NVMI","Y2010",1
"5395","NVTR","Y2010",0
"5396","NVUS","Y2010",0
"5397","NWPX","Y2010",1
"5398","NWS","Y2010",0
"5399","NWSA","Y2010",0
"5400","NXEO","Y2010",0
"5401","NXPI","Y2010",1
"5402","NXST","Y2010",1
"5403","NXTD","Y2010",0
"5404","NXTM","Y2010",1
"5405","NYMT","Y2010",1
"5406","NYMX","Y2010",1
"5407","NYNY","Y2010",1
"5408","OACQ","Y2010",0
"5409","OASM","Y2010",0
"5410","OBCI","Y2010",1
"5411","OBLN","Y2010",0
"5412","OBSV","Y2010",0
"5413","OCC","Y2010",1
"5414","OCLR","Y2010",1
"5415","OCUL","Y2010",0
"5416","ODFL","Y2010",1
"5417","ODP","Y2010",1
"5418","ODT","Y2010",0
"5419","OESX","Y2010",1
"5420","OFIX","Y2010",1
"5421","OFLX","Y2010",1
"5422","OHGI","Y2010",1
"5423","OHRP","Y2010",1
"5424","OIIM","Y2010",1
"5425","OKTA","Y2010",0
"5426","OLED","Y2010",1
"5427","OLLI","Y2010",0
"5428","OMAB","Y2010",1
"5429","OMCL","Y2010",1
"5430","OMED","Y2010",0
"5431","OMER","Y2010",1
"5432","OMEX","Y2010",1
"5433","OMNT","Y2010",1
"5434","ON","Y2010",1
"5435","ONCE","Y2010",0
"5436","ONCS","Y2010",1
"5437","ONS","Y2010",0
"5438","ONTX","Y2010",0
"5439","ONVO","Y2010",0
"5440","OPGN","Y2010",0
"5441","OPHT","Y2010",0
"5442","OPK","Y2010",1
"5443","OPNT","Y2010",1
"5444","OPTN","Y2010",0
"5445","OPTT","Y2010",1
"5446","ORBC","Y2010",1
"5447","ORBK","Y2010",1
"5448","OREX","Y2010",1
"5449","ORIG","Y2010",0
"5450","ORLY","Y2010",1
"5451","ORMP","Y2010",1
"5452","ORPN","Y2010",0
"5453","OSIS","Y2010",1
"5454","OSN","Y2010",1
"5455","OSS","Y2010",0
"5456","OSTK","Y2010",1
"5457","OSUR","Y2010",1
"5458","OTEL","Y2010",1
"5459","OTEX","Y2010",1
"5460","OTIC","Y2010",0
"5461","OTIV","Y2010",1
"5462","OTTR","Y2010",1
"5463","OVAS","Y2010",0
"5464","OVID","Y2010",0
"5465","OXFD","Y2010",0
"5466","PAAS","Y2010",1
"5467","PACB","Y2010",1
"5468","PAHC","Y2010",0
"5469","PANL","Y2010",0
"5470","PATI","Y2010",0
"5471","PATK","Y2010",1
"5472","PAVM","Y2010",0
"5473","PAYX","Y2010",1
"5474","PBPB","Y2010",0
"5475","PBYI","Y2010",0
"5476","PCAR","Y2010",1
"5477","PCH","Y2010",1
"5478","PCLN","Y2010",1
"5479","PCMI","Y2010",1
"5480","PCOM","Y2010",1
"5481","PCRX","Y2010",1
"5482","PCTI","Y2010",1
"5483","PCTY","Y2010",0
"5484","PCYG","Y2010",1
"5485","PCYO","Y2010",1
"5486","PDCE","Y2010",1
"5487","PDCO","Y2010",1
"5488","PDEX","Y2010",1
"5489","PDFS","Y2010",1
"5490","PDLI","Y2010",1
"5491","PDVW","Y2010",0
"5492","PEGA","Y2010",1
"5493","PEGI","Y2010",0
"5494","PEIX","Y2010",1
"5495","PENN","Y2010",1
"5496","PEP","Y2010",1
"5497","PERI","Y2010",1
"5498","PERY","Y2010",1
"5499","PESI","Y2010",0
"5500","PETQ","Y2010",0
"5501","PETS","Y2010",1
"5502","PETX","Y2010",0
"5503","PETZ","Y2010",0
"5504","PFIE","Y2010",1
"5505","PFIN","Y2010",1
"5506","PFMT","Y2010",0
"5507","PFPT","Y2010",0
"5508","PFSW","Y2010",1
"5509","PGLC","Y2010",1
"5510","PGNX","Y2010",1
"5511","PHII","Y2010",1
"5512","PHIIK","Y2010",1
"5513","PI","Y2010",0
"5514","PINC","Y2010",0
"5515","PIRS","Y2010",0
"5516","PIXY","Y2010",0
"5517","PKOH","Y2010",1
"5518","PLAB","Y2010",1
"5519","PLAY","Y2010",0
"5520","PLCE","Y2010",1
"5521","PLPC","Y2010",1
"5522","PLSE","Y2010",0
"5523","PLUG","Y2010",1
"5524","PLUS","Y2010",1
"5525","PLXP","Y2010",0
"5526","PLXS","Y2010",1
"5527","PLYA","Y2010",0
"5528","PMD","Y2010",1
"5529","PNK","Y2010",0
"5530","PNRG","Y2010",0
"5531","PNTR","Y2010",1
"5532","PODD","Y2010",1
"5533","POLA","Y2010",0
"5534","POOL","Y2010",1
"5535","POPE","Y2010",0
"5536","POWI","Y2010",1
"5537","POWL","Y2010",1
"5538","PPC","Y2010",1
"5539","PPIH","Y2010",1
"5540","PRAH","Y2010",0
"5541","PRAN","Y2010",1
"5542","PRCP","Y2010",1
"5543","PRFT","Y2010",1
"5544","PRGS","Y2010",1
"5545","PRGX","Y2010",1
"5546","PRIM","Y2010",1
"5547","PRKR","Y2010",1
"5548","PRMW","Y2010",1
"5549","PRPH","Y2010",1
"5550","PRPL","Y2010",0
"5551","PRPO","Y2010",0
"5552","PRQR","Y2010",0
"5553","PRSC","Y2010",1
"5554","PRSS","Y2010",0
"5555","PRTA","Y2010",0
"5556","PRTK","Y2010",1
"5557","PRTO","Y2010",0
"5558","PRTS","Y2010",1
"5559","PSDO","Y2010",0
"5560","PSDV","Y2010",1
"5561","PSMT","Y2010",1
"5562","PSTI","Y2010",1
"5563","PTC","Y2010",1
"5564","PTCT","Y2010",0
"5565","PTEN","Y2010",1
"5566","PTGX","Y2010",0
"5567","PTI","Y2010",0
"5568","PTIE","Y2010",1
"5569","PTLA","Y2010",0
"5570","PTNR","Y2010",1
"5571","PTSI","Y2010",1
"5572","PTX","Y2010",1
"5573","PULM","Y2010",0
"5574","PVAC","Y2010",0
"5575","PXLW","Y2010",1
"5576","PXS","Y2010",0
"5577","PYPL","Y2010",0
"5578","PZZA","Y2010",1
"5579","QADA","Y2010",1
"5580","QADB","Y2010",1
"5581","QBAK","Y2010",1
"5582","QCOM","Y2010",1
"5583","QDEL","Y2010",1
"5584","QIWI","Y2010",0
"5585","QLYS","Y2010",0
"5586","QNST","Y2010",1
"5587","QRHC","Y2010",1
"5588","QRVO","Y2010",0
"5589","QSII","Y2010",1
"5590","QTNA","Y2010",0
"5591","QTNT","Y2010",0
"5592","QTRH","Y2010",1
"5593","QTRX","Y2010",0
"5594","QUIK","Y2010",1
"5595","QUMU","Y2010",1
"5596","QURE","Y2010",0
"5597","QVCA","Y2010",1
"5598","QVCB","Y2010",1
"5599","RADA","Y2010",1
"5600","RAIL","Y2010",1
"5601","RAND","Y2010",1
"5602","RARE","Y2010",0
"5603","RAVE","Y2010",1
"5604","RAVN","Y2010",1
"5605","RBBN","Y2010",1
"5606","RBCN","Y2010",1
"5607","RCII","Y2010",1
"5608","RCKT","Y2010",0
"5609","RCKY","Y2010",1
"5610","RCM","Y2010",0
"5611","RCMT","Y2010",1
"5612","RCON","Y2010",1
"5613","RDCM","Y2010",1
"5614","RDHL","Y2010",0
"5615","RDI","Y2010",1
"5616","RDIB","Y2010",1
"5617","RDNT","Y2010",1
"5618","RDUS","Y2010",0
"5619","RDWR","Y2010",1
"5620","RECN","Y2010",1
"5621","REDU","Y2010",0
"5622","REFR","Y2010",1
"5623","REGI","Y2010",0
"5624","REGN","Y2010",1
"5625","REIS","Y2010",1
"5626","RELL","Y2010",1
"5627","RELV","Y2010",1
"5628","REPH","Y2010",0
"5629","RESN","Y2010",0
"5630","RETO","Y2010",0
"5631","REXX","Y2010",1
"5632","RFIL","Y2010",1
"5633","RGCO","Y2010",1
"5634","RGEN","Y2010",1
"5635","RGLD","Y2010",1
"5636","RGLS","Y2010",0
"5637","RGNX","Y2010",0
"5638","RGSE","Y2010",1
"5639","RIBT","Y2010",1
"5640","RICK","Y2010",1
"5641","RIGL","Y2010",1
"5642","RILY","Y2010",1
"5643","RIOT","Y2010",0
"5644","RKDA","Y2010",0
"5645","RLJE","Y2010",0
"5646","RMBL","Y2010",0
"5647","RMBS","Y2010",1
"5648","RMCF","Y2010",1
"5649","RMGN","Y2010",0
"5650","RMNI","Y2010",0
"5651","RMR","Y2010",0
"5652","RMTI","Y2010",1
"5653","RNET","Y2010",1
"5654","RNWK","Y2010",1
"5655","ROCK","Y2010",1
"5656","ROIC","Y2010",1
"5657","ROKU","Y2010",0
"5658","ROLL","Y2010",1
"5659","ROSE","Y2010",0
"5660","ROSG","Y2010",1
"5661","ROST","Y2010",1
"5662","RP","Y2010",1
"5663","RPD","Y2010",0
"5664","RPXC","Y2010",0
"5665","RRGB","Y2010",1
"5666","RRR","Y2010",0
"5667","RSLS","Y2010",1
"5668","RSYS","Y2010",1
"5669","RTIX","Y2010",1
"5670","RTRX","Y2010",0
"5671","RTTR","Y2010",0
"5672","RUN","Y2010",0
"5673","RUSHA","Y2010",1
"5674","RUSHB","Y2010",1
"5675","RUTH","Y2010",1
"5676","RVEN","Y2010",0
"5677","RVLT","Y2010",1
"5678","RVNC","Y2010",0
"5679","RWLK","Y2010",0
"5680","RXII","Y2010",0
"5681","RYAAY","Y2010",1
"5682","RYTM","Y2010",0
"5683","SABR","Y2010",0
"5684","SAEX","Y2010",0
"5685","SAFM","Y2010",1
"5686","SAGE","Y2010",0
"5687","SAIA","Y2010",1
"5688","SALM","Y2010",1
"5689","SANM","Y2010",1
"5690","SATS","Y2010",1
"5691","SAUC","Y2010",1
"5692","SBAC","Y2010",1
"5693","SBBP","Y2010",0
"5694","SBGI","Y2010",1
"5695","SBLK","Y2010",1
"5696","SBOT","Y2010",1
"5697","SBPH","Y2010",0
"5698","SBRA","Y2010",0
"5699","SBRAP","Y2010",NA
"5700","SBUX","Y2010",1
"5701","SCHL","Y2010",1
"5702","SCHN","Y2010",1
"5703","SCKT","Y2010",1
"5704","SCON","Y2010",1
"5705","SCPH","Y2010",0
"5706","SCSC","Y2010",1
"5707","SCVL","Y2010",1
"5708","SCWX","Y2010",0
"5709","SCYX","Y2010",0
"5710","SEAC","Y2010",1
"5711","SECO","Y2010",0
"5712","SEDG","Y2010",0
"5713","SEED","Y2010",1
"5714","SEII","Y2010",1
"5715","SELB","Y2010",0
"5716","SELF","Y2010",0
"5717","SENEA","Y2010",1
"5718","SENEB","Y2010",1
"5719","SES","Y2010",1
"5720","SFIX","Y2010",0
"5721","SFLY","Y2010",1
"5722","SFM","Y2010",0
"5723","SGBX","Y2010",0
"5724","SGC","Y2010",1
"5725","SGEN","Y2010",1
"5726","SGH","Y2010",0
"5727","SGLB","Y2010",1
"5728","SGMA","Y2010",0
"5729","SGMO","Y2010",1
"5730","SGMS","Y2010",1
"5731","SGOC","Y2010",1
"5732","SGRP","Y2010",1
"5733","SGRY","Y2010",0
"5734","SGYP","Y2010",1
"5735","SHEN","Y2010",1
"5736","SHIP","Y2010",1
"5737","SHLD","Y2010",1
"5738","SHLM","Y2010",1
"5739","SHLO","Y2010",1
"5740","SHOO","Y2010",1
"5741","SHOS","Y2010",0
"5742","SHPG","Y2010",1
"5743","SHSP","Y2010",0
"5744","SIEN","Y2010",0
"5745","SIFY","Y2010",1
"5746","SIGM","Y2010",1
"5747","SILC","Y2010",1
"5748","SIMO","Y2010",1
"5749","SINA","Y2010",1
"5750","SINO","Y2010",1
"5751","SIR","Y2010",0
"5752","SIRI","Y2010",1
"5753","SITO","Y2010",1
"5754","SKIS","Y2010",0
"5755","SKYS","Y2010",0
"5756","SKYW","Y2010",1
"5757","SLAB","Y2010",1
"5758","SLDB","Y2010",0
"5759","SLGL","Y2010",0
"5760","SLGN","Y2010",1
"5761","SLNO","Y2010",0
"5762","SLP","Y2010",1
"5763","SLS","Y2010",1
"5764","SMCI","Y2010",1
"5765","SMED","Y2010",0
"5766","SMIT","Y2010",1
"5767","SMMT","Y2010",0
"5768","SMPL","Y2010",0
"5769","SMRT","Y2010",1
"5770","SMSI","Y2010",1
"5771","SMTC","Y2010",1
"5772","SMTX","Y2010",1
"5773","SNBR","Y2010",1
"5774","SNCR","Y2010",1
"5775","SND","Y2010",0
"5776","SNDE","Y2010",0
"5777","SNDX","Y2010",0
"5778","SNES","Y2010",0
"5779","SNGX","Y2010",1
"5780","SNH","Y2010",1
"5781","SNHY","Y2010",1
"5782","SNI","Y2010",1
"5783","SNMX","Y2010",1
"5784","SNNA","Y2010",0
"5785","SNOA","Y2010",1
"5786","SNPS","Y2010",1
"5787","SNSS","Y2010",1
"5788","SODA","Y2010",1
"5789","SOFO","Y2010",0
"5790","SOHO","Y2010",1
"5791","SOHU","Y2010",1
"5792","SONC","Y2010",1
"5793","SORL","Y2010",1
"5794","SP","Y2010",1
"5795","SPAR","Y2010",1
"5796","SPCB","Y2010",1
"5797","SPEX","Y2010",1
"5798","SPI","Y2010",0
"5799","SPIL","Y2010",1
"5800","SPKE","Y2010",0
"5801","SPLK","Y2010",0
"5802","SPNE","Y2010",0
"5803","SPNS","Y2010",1
"5804","SPOK","Y2010",1
"5805","SPPI","Y2010",1
"5806","SPRO","Y2010",0
"5807","SPRT","Y2010",1
"5808","SPSC","Y2010",1
"5809","SPTN","Y2010",1
"5810","SPWH","Y2010",0
"5811","SPWR","Y2010",1
"5812","SQBG","Y2010",1
"5813","SRAX","Y2010",0
"5814","SRCL","Y2010",1
"5815","SRDX","Y2010",1
"5816","SREV","Y2010",1
"5817","SRNE","Y2010",1
"5818","SRPT","Y2010",1
"5819","SRRA","Y2010",0
"5820","SRTS","Y2010",0
"5821","SSC","Y2010",1
"5822","SSKN","Y2010",1
"5823","SSNC","Y2010",1
"5824","SSNT","Y2010",0
"5825","SSRM","Y2010",1
"5826","SSTI","Y2010",0
"5827","SSYS","Y2010",1
"5828","STAA","Y2010",1
"5829","STAF","Y2010",0
"5830","STB","Y2010",1
"5831","STDY","Y2010",0
"5832","STKL","Y2010",1
"5833","STKS","Y2010",0
"5834","STLD","Y2010",1
"5835","STLY","Y2010",1
"5836","STML","Y2010",0
"5837","STMP","Y2010",1
"5838","STRA","Y2010",1
"5839","STRL","Y2010",1
"5840","STRM","Y2010",1
"5841","STRS","Y2010",1
"5842","STRT","Y2010",1
"5843","STX","Y2010",1
"5844","SUMR","Y2010",0
"5845","SUNW","Y2010",1
"5846","SUPN","Y2010",0
"5847","SVA","Y2010",1
"5848","SVRA","Y2010",0
"5849","SWIR","Y2010",1
"5850","SWKS","Y2010",1
"5851","SYKE","Y2010",1
"5852","SYMC","Y2010",1
"5853","SYNA","Y2010",1
"5854","SYNC","Y2010",0
"5855","SYNH","Y2010",0
"5856","SYNL","Y2010",1
"5857","SYNT","Y2010",1
"5858","SYPR","Y2010",1
"5859","SYRS","Y2010",0
"5860","TA","Y2010",1
"5861","TACO","Y2010",0
"5862","TACT","Y2010",1
"5863","TAIT","Y2010",1
"5864","TANH","Y2010",0
"5865","TAST","Y2010",1
"5866","TATT","Y2010",1
"5867","TAX","Y2010",0
"5868","TAYD","Y2010",1
"5869","TBPH","Y2010",0
"5870","TCCO","Y2010",1
"5871","TCMD","Y2010",0
"5872","TCON","Y2010",0
"5873","TCX","Y2010",1
"5874","TEAM","Y2010",0
"5875","TECD","Y2010",1
"5876","TECH","Y2010",1
"5877","TEDU","Y2010",0
"5878","TELL","Y2010",1
"5879","TENX","Y2010",1
"5880","TERP","Y2010",0
"5881","TESS","Y2010",1
"5882","TGA","Y2010",1
"5883","TGEN","Y2010",0
"5884","TGLS","Y2010",0
"5885","TGTX","Y2010",1
"5886","THRM","Y2010",1
"5887","THST","Y2010",0
"5888","TIG","Y2010",0
"5889","TILE","Y2010",1
"5890","TISA","Y2010",0
"5891","TITN","Y2010",1
"5892","TIVO","Y2010",1
"5893","TLF","Y2010",1
"5894","TLGT","Y2010",1
"5895","TLND","Y2010",0
"5896","TMUS","Y2010",1
"5897","TNAV","Y2010",1
"5898","TNDM","Y2010",0
"5899","TNTR","Y2010",0
"5900","TNXP","Y2010",0
"5901","TOCA","Y2010",0
"5902","TOPS","Y2010",1
"5903","TOUR","Y2010",0
"5904","TPIC","Y2010",0
"5905","TPIV","Y2010",1
"5906","TRCH","Y2010",1
"5907","TRHC","Y2010",0
"5908","TRIB","Y2010",1
"5909","TRIL","Y2010",0
"5910","TRIP","Y2010",0
"5911","TRMB","Y2010",1
"5912","TRNC","Y2010",0
"5913","TRNS","Y2010",1
"5914","TROV","Y2010",0
"5915","TRPX","Y2010",0
"5916","TRS","Y2010",1
"5917","TRUP","Y2010",0
"5918","TRVG","Y2010",0
"5919","TRVN","Y2010",0
"5920","TSCO","Y2010",1
"5921","TSEM","Y2010",1
"5922","TSG","Y2010",1
"5923","TSLA","Y2010",1
"5924","TSRI","Y2010",1
"5925","TSRO","Y2010",0
"5926","TST","Y2010",1
"5927","TTD","Y2010",0
"5928","TTEC","Y2010",1
"5929","TTEK","Y2010",1
"5930","TTGT","Y2010",1
"5931","TTMI","Y2010",1
"5932","TTNP","Y2010",1
"5933","TTOO","Y2010",0
"5934","TTPH","Y2010",0
"5935","TTS","Y2010",0
"5936","TTWO","Y2010",1
"5937","TUES","Y2010",1
"5938","TUSK","Y2010",0
"5939","TVTY","Y2010",1
"5940","TWIN","Y2010",1
"5941","TWMC","Y2010",1
"5942","TWNK","Y2010",0
"5943","TWOU","Y2010",0
"5944","TXMD","Y2010",0
"5945","TXN","Y2010",1
"5946","TXRH","Y2010",1
"5947","TYHT","Y2010",0
"5948","TYME","Y2010",0
"5949","TYPE","Y2010",1
"5950","TZOO","Y2010",1
"5951","UBNT","Y2010",0
"5952","UCTT","Y2010",1
"5953","UEIC","Y2010",1
"5954","UFPI","Y2010",1
"5955","UFPT","Y2010",1
"5956","UG","Y2010",1
"5957","UHAL","Y2010",1
"5958","ULBI","Y2010",1
"5959","ULH","Y2010",1
"5960","ULTA","Y2010",1
"5961","ULTI","Y2010",1
"5962","UNFI","Y2010",1
"5963","UNIT","Y2010",0
"5964","UONE","Y2010",1
"5965","UONEK","Y2010",0
"5966","UPL","Y2010",0
"5967","UPLD","Y2010",0
"5968","URBN","Y2010",1
"5969","URGN","Y2010",0
"5970","USAK","Y2010",1
"5971","USAP","Y2010",1
"5972","USAT","Y2010",1
"5973","USATP","Y2010",NA
"5974","USCR","Y2010",1
"5975","USEG","Y2010",1
"5976","USLM","Y2010",1
"5977","UTHR","Y2010",1
"5978","UTMD","Y2010",1
"5979","UTSI","Y2010",1
"5980","VBIV","Y2010",1
"5981","VBLT","Y2010",0
"5982","VC","Y2010",1
"5983","VCEL","Y2010",1
"5984","VCYT","Y2010",0
"5985","VDSI","Y2010",1
"5986","VDTH","Y2010",0
"5987","VECO","Y2010",1
"5988","VEON","Y2010",1
"5989","VERI","Y2010",0
"5990","VERU","Y2010",1
"5991","VIA","Y2010",1
"5992","VIAB","Y2010",1
"5993","VIAV","Y2010",1
"5994","VICL","Y2010",1
"5995","VICR","Y2010",1
"5996","VIRC","Y2010",1
"5997","VIVE","Y2010",1
"5998","VIVO","Y2010",1
"5999","VKTX","Y2010",0
"6000","VLGEA","Y2010",1
"6001","VLRX","Y2010",0
"6002","VNDA","Y2010",1
"6003","VNET","Y2010",1
"6004","VNOM","Y2010",0
"6005","VOD","Y2010",1
"6006","VOXX","Y2010",1
"6007","VRA","Y2010",0
"6008","VRAY","Y2010",0
"6009","VREX","Y2010",0
"6010","VRML","Y2010",1
"6011","VRNA","Y2010",0
"6012","VRNS","Y2010",0
"6013","VRNT","Y2010",1
"6014","VRSK","Y2010",1
"6015","VRSN","Y2010",1
"6016","VRTU","Y2010",1
"6017","VRTX","Y2010",1
"6018","VSAR","Y2010",0
"6019","VSAT","Y2010",1
"6020","VSEC","Y2010",1
"6021","VSTM","Y2010",0
"6022","VTGN","Y2010",1
"6023","VTL","Y2010",0
"6024","VTNR","Y2010",1
"6025","VTVT","Y2010",0
"6026","VUZI","Y2010",1
"6027","VVPR","Y2010",0
"6028","VVUS","Y2010",1
"6029","VXRT","Y2010",1
"6030","VYGR","Y2010",0
"6031","WATT","Y2010",0
"6032","WB","Y2010",0
"6033","WBA","Y2010",1
"6034","WDAY","Y2010",0
"6035","WDC","Y2010",1
"6036","WDFC","Y2010",1
"6037","WEB","Y2010",1
"6038","WEN","Y2010",1
"6039","WERN","Y2010",1
"6040","WEYS","Y2010",1
"6041","WHLM","Y2010",0
"6042","WHLR","Y2010",0
"6043","WHLRP","Y2010",NA
"6044","WIFI","Y2010",1
"6045","WILC","Y2010",1
"6046","WIN","Y2010",1
"6047","WINA","Y2010",1
"6048","WING","Y2010",0
"6049","WIRE","Y2010",1
"6050","WIX","Y2010",0
"6051","WKHS","Y2010",1
"6052","WLB","Y2010",1
"6053","WLDN","Y2010",1
"6054","WLFC","Y2010",1
"6055","WMGI","Y2010",1
"6056","WPRT","Y2010",1
"6057","WSCI","Y2010",1
"6058","WSTG","Y2010",1
"6059","WSTL","Y2010",1
"6060","WVE","Y2010",0
"6061","WVVI","Y2010",0
"6062","WWD","Y2010",1
"6063","WWR","Y2010",1
"6064","WYNN","Y2010",1
"6065","XBIO","Y2010",0
"6066","XBIT","Y2010",0
"6067","XCRA","Y2010",1
"6068","XEL","Y2010",1
"6069","XELA","Y2010",0
"6070","XELB","Y2010",0
"6071","XENE","Y2010",0
"6072","XENT","Y2010",0
"6073","XGTI","Y2010",0
"6074","XLNX","Y2010",1
"6075","XLRN","Y2010",0
"6076","XNCR","Y2010",0
"6077","XNET","Y2010",0
"6078","XOG","Y2010",0
"6079","XOMA","Y2010",1
"6080","XONE","Y2010",0
"6081","XPER","Y2010",1
"6082","XPLR","Y2010",1
"6083","XRAY","Y2010",1
"6084","XSPA","Y2010",1
"6085","XTLB","Y2010",1
"6086","YECO","Y2010",0
"6087","YGYI","Y2010",0
"6088","YNDX","Y2010",1
"6089","YOGA","Y2010",0
"6090","YORW","Y2010",1
"6091","YRCW","Y2010",1
"6092","YTEN","Y2010",1
"6093","YTRA","Y2010",0
"6094","YY","Y2010",0
"6095","Z","Y2010",0
"6096","ZAGG","Y2010",1
"6097","ZBRA","Y2010",1
"6098","ZEAL","Y2010",0
"6099","ZEUS","Y2010",1
"6100","ZFGN","Y2010",0
"6101","ZG","Y2010",0
"6102","ZGNX","Y2010",1
"6103","ZIOP","Y2010",1
"6104","ZIXI","Y2010",1
"6105","ZKIN","Y2010",0
"6106","ZLAB","Y2010",0
"6107","ZN","Y2010",1
"6108","ZNGA","Y2010",0
"6109","ZSAN","Y2010",0
"6110","ZUMZ","Y2010",1
"6111","ZYNE","Y2010",0
"6112","AABA","Y2011",1
"6113","AAL","Y2011",1
"6114","AAOI","Y2011",0
"6115","AAON","Y2011",1
"6116","AAPL","Y2011",1
"6117","AAWW","Y2011",1
"6118","AAXN","Y2011",1
"6119","ABAC","Y2011",1
"6120","ABAX","Y2011",1
"6121","ABCD","Y2011",1
"6122","ABEO","Y2011",1
"6123","ABIO","Y2011",1
"6124","ABLX","Y2011",0
"6125","ABMD","Y2011",1
"6126","ABUS","Y2011",1
"6127","ACAD","Y2011",1
"6128","ACER","Y2011",1
"6129","ACET","Y2011",1
"6130","ACHC","Y2011",1
"6131","ACHN","Y2011",1
"6132","ACHV","Y2011",1
"6133","ACIA","Y2011",0
"6134","ACIU","Y2011",0
"6135","ACIW","Y2011",1
"6136","ACLS","Y2011",1
"6137","ACMR","Y2011",0
"6138","ACOR","Y2011",1
"6139","ACRS","Y2011",0
"6140","ACRX","Y2011",1
"6141","ACST","Y2011",1
"6142","ACTG","Y2011",1
"6143","ACXM","Y2011",1
"6144","ADAP","Y2011",0
"6145","ADBE","Y2011",1
"6146","ADES","Y2011",1
"6147","ADI","Y2011",1
"6148","ADMA","Y2011",0
"6149","ADMP","Y2011",1
"6150","ADMS","Y2011",0
"6151","ADOM","Y2011",0
"6152","ADP","Y2011",1
"6153","ADRO","Y2011",0
"6154","ADSK","Y2011",1
"6155","ADTN","Y2011",1
"6156","ADUS","Y2011",1
"6157","ADVM","Y2011",0
"6158","ADXS","Y2011",1
"6159","AEGN","Y2011",1
"6160","AEHR","Y2011",1
"6161","AEIS","Y2011",1
"6162","AEMD","Y2011",1
"6163","AERI","Y2011",0
"6164","AETI","Y2011",1
"6165","AEY","Y2011",1
"6166","AEZS","Y2011",1
"6167","AFAM","Y2011",1
"6168","AFMD","Y2011",0
"6169","AGEN","Y2011",1
"6170","AGIO","Y2011",0
"6171","AGLE","Y2011",0
"6172","AGNC","Y2011",1
"6173","AGNCB","Y2011",NA
"6174","AGRX","Y2011",0
"6175","AGTC","Y2011",0
"6176","AGYS","Y2011",1
"6177","AHGP","Y2011",1
"6178","AHPA","Y2011",0
"6179","AHPI","Y2011",1
"6180","AIMC","Y2011",1
"6181","AIMT","Y2011",0
"6182","AIPT","Y2011",0
"6183","AIRG","Y2011",0
"6184","AIRT","Y2011",0
"6185","AKAM","Y2011",1
"6186","AKAO","Y2011",0
"6187","AKBA","Y2011",0
"6188","AKCA","Y2011",0
"6189","AKER","Y2011",0
"6190","AKRX","Y2011",1
"6191","AKTS","Y2011",0
"6192","AKTX","Y2011",0
"6193","ALBO","Y2011",1
"6194","ALCO","Y2011",1
"6195","ALDR","Y2011",0
"6196","ALDX","Y2011",0
"6197","ALGN","Y2011",1
"6198","ALGT","Y2011",1
"6199","ALIM","Y2011",1
"6200","ALJJ","Y2011",1
"6201","ALKS","Y2011",1
"6202","ALLT","Y2011",1
"6203","ALNA","Y2011",0
"6204","ALNY","Y2011",1
"6205","ALOG","Y2011",1
"6206","ALOT","Y2011",1
"6207","ALPN","Y2011",0
"6208","ALQA","Y2011",1
"6209","ALRM","Y2011",0
"6210","ALRN","Y2011",0
"6211","ALSK","Y2011",1
"6212","ALT","Y2011",1
"6213","ALTR","Y2011",0
"6214","ALXN","Y2011",1
"6215","AMAG","Y2011",1
"6216","AMAT","Y2011",1
"6217","AMBA","Y2011",0
"6218","AMCN","Y2011",1
"6219","AMCX","Y2011",1
"6220","AMD","Y2011",1
"6221","AMDA","Y2011",0
"6222","AMED","Y2011",1
"6223","AMEH","Y2011",1
